2.721551628286539653e+03,1.165192046301544542e+04,7.939184895714546997e+00,4.007733300625301531e+00
2.793080704175263236e+03,1.215100704997267712e+04,9.470615339296168500e+00,4.006842481578428483e+00
2.839773836148394821e+03,1.854655337346377564e+04,1.072187026193012827e+01,4.006906406081664151e+00
2.786649466562682392e+03,1.657680659107028259e+04,1.050293467535599490e+01,4.007609360371066742e+00
2.780510560304932369e+03,1.530100418421593167e+04,8.357411892495955286e+00,4.007634266925588662e+00
2.793919536105718635e+03,1.258480208691426742e+04,9.414484613583482542e+00,4.005735971501556136e+00
2.725502663257704171e+03,1.472807796981012689e+04,8.715392414176976743e+00,4.007676255914678798e+00
2.825491899150290919e+03,1.735814910894125205e+04,1.030199125457783538e+01,4.007962753006622414e+00
2.767783303612827694e+03,1.288997156386051938e+04,9.942444999782759751e+00,4.007285307019168741e+00
2.857342145802246705e+03,1.292212403026258835e+04,1.169056192740140609e+01,4.008270430355969083e+00
2.887214888910300942e+03,1.330655589467574464e+04,1.285084584524098261e+01,4.008246924460836524e+00
2.742925011167268622e+03,1.665711783786450906e+04,9.145115577283799979e+00,4.008235941507496847e+00
2.782781750405244566e+03,1.196166764897432768e+04,9.715874792883104405e+00,4.007969267030753180e+00
2.781479291680681399e+03,1.469646736141072324e+04,1.176963223137668102e+01,4.007469762752229769e+00
2.796967833285919824e+03,1.538811325137926724e+04,9.485414421262760243e+00,4.008245541467101880e+00
2.769764431916787998e+03,1.478810805825389616e+04,1.106127914487585784e+01,4.007978492833395912e+00
2.736663801688866442e+03,1.333470922624943159e+04,7.847366780760181015e+00,4.008702324458724320e+00
2.813222423651549889e+03,1.976335069752245181e+04,1.117506031726202842e+01,4.006264726333926163e+00
2.760415258034083763e+03,1.856827380808821908e+04,7.867681699662475658e+00,4.007490044826522713e+00
2.732535075912994671e+03,1.185418908838211792e+04,8.748497276135507761e+00,4.005773638727901265e+00
2.819700823336580015e+03,1.740861573966829746e+04,9.814496061305852947e+00,4.006715555725512523e+00
2.792734250370570862e+03,1.192322413666920693e+04,1.159555116218689896e+01,4.007159076232599482e+00
2.739517986442328038e+03,1.309541945201790259e+04,9.022292344643101814e+00,4.008315673308189275e+00
2.785356506782645283e+03,1.499165331502058689e+04,8.788908463351010170e+00,4.007746101113603743e+00
-9.999000000000000000e+03,-9.999000000000000000e+03,-9.999000000000000000e+03,4.007733300625301531e+00
2.799345123654281906e+03,1.604501625439849158e+04,9.156793453770273317e+00,4.005801533668885916e+00
2.834397603472457376e+03,1.200990945216671571e+04,1.175461248690499261e+01,4.006350169490617397e+00
2.714758418616269864e+03,1.186134535304243582e+04,8.505329646292576484e+00,4.007682296473618955e+00
2.784267964480168303e+03,1.404205228907797209e+04,1.085229100102662869e+01,4.007847148995168141e+00
2.789718431838403376e+03,2.030746563613193575e+04,8.704339421124096532e+00,4.008453349016667389e+00
2.816979094788046041e+03,1.406901488043016798e+04,1.104152119706459878e+01,4.007347896144322519e+00
2.820078576498247457e+03,1.769719418093201239e+04,1.031380979014240928e+01,4.008052762345311493e+00
2.849044038866586106e+03,1.253982624561375269e+04,1.286352151487492002e+01,4.007807700896853120e+00
2.811437568984606060e+03,1.351815030537208077e+04,9.337841202046059053e+00,4.007884041357887561e+00
2.789920000000000073e+03,1.373361000000000058e+04,9.859999999999999432e+00,4.008000000000000007e+00
2.737534144331191783e+03,1.210575204762376598e+04,8.601283843143631813e+00,4.008192837824992694e+00
2.873664312769863955e+03,1.316711083326123298e+04,1.251804044449374587e+01,4.007616184668219006e+00
2.750975256726984298e+03,1.978574450738448650e+04,7.704082956905955903e+00,4.007629430251543390e+00
2.768594758071209981e+03,1.242479467154718077e+04,1.010637077614431512e+01,4.005341547759947218e+00
2.712523126684965064e+03,1.426749064480646484e+04,8.133209123697685783e+00,4.007292354895867881e+00
2.777615714494520944e+03,1.384318468596650200e+04,8.690993844089199172e+00,4.007826934413350806e+00
2.772946303010584415e+03,1.132467811695457749e+04,1.033471598608002751e+01,4.007230632869815068e+00
2.788514507096459056e+03,1.372141443520264147e+04,8.279626789679589649e+00,4.008022334382013163e+00
2.812673844372287931e+03,1.398045065607267134e+04,9.557802891953224744e+00,4.006409268661953682e+00
2.879733570175425029e+03,1.224625380092267005e+04,1.279364570874638929e+01,4.006877836409370452e+00
2.777079447672078004e+03,1.467969362748505591e+04,7.520637777050716011e+00,4.008241547754257894e+00
2.814645767927740962e+03,1.231365582939833985e+04,1.199007544113326418e+01,4.006736527487071875e+00
-9.999000000000000000e+03,-9.999000000000000000e+03,-9.999000000000000000e+03,4.007733300625301531e+00
2.749358682762034732e+03,1.231734253827492830e+04,9.845641537047628233e+00,4.007647288368846539e+00
2.780045570849656087e+03,1.253070941551904616e+04,1.071285418108348608e+01,4.007826480592184382e+00
2.738774578487633335e+03,1.278316298388142968e+04,9.655166735635647868e+00,4.007261843368388199e+00
2.728213428107103482e+03,1.653126976189227571e+04,6.810614140238843817e+00,4.007261843368388199e+00
-9.999000000000000000e+03,-9.999000000000000000e+03,-9.999000000000000000e+03,4.007733300625301531e+00
2.841434157927883007e+03,1.197419685576466145e+04,1.136277502361302361e+01,4.007443572795340359e+00
-9.999000000000000000e+03,-9.999000000000000000e+03,-9.999000000000000000e+03,4.007733300625301531e+00
-9.999000000000000000e+03,-9.999000000000000000e+03,-9.999000000000000000e+03,4.007733300625301531e+00
2.779299938377037506e+03,1.643540757734131330e+04,1.020303965883125841e+01,4.008568208604084582e+00
2.835042934355162743e+03,1.256200792222679775e+04,1.163497650573919984e+01,4.007566311425748040e+00
2.851573124307376474e+03,1.172159751993109421e+04,1.165985799392163003e+01,4.008393384420224415e+00
2.893547464666075484e+03,1.337649483302461704e+04,1.322661470954760432e+01,4.008434891993434057e+00
-9.999000000000000000e+03,-9.999000000000000000e+03,-9.999000000000000000e+03,4.007733300625301531e+00
2.863088708352339381e+03,1.185859577415676176e+04,1.363045353236664603e+01,4.006798222353412875e+00
2.828816610778581435e+03,1.571765392175696070e+04,1.092628383505879341e+01,4.008646832339621824e+00
2.761343355706128932e+03,1.236922841845608491e+04,8.117357614306431657e+00,4.007006060000271042e+00
2.759284835841558106e+03,1.533344303601680440e+04,8.829586825962863372e+00,4.006956210953546815e+00
-9.999000000000000000e+03,-9.999000000000000000e+03,-9.999000000000000000e+03,4.007733300625301531e+00
2.789842726165315526e+03,1.202712701204018776e+04,9.009998181412163021e+00,4.007072191592638610e+00
2.775970389165221604e+03,1.219884080622586043e+04,9.893087905766625667e+00,4.006995119663440796e+00
2.817071606740094012e+03,1.645603862385187313e+04,1.123286913318028013e+01,4.007841342870381851e+00
2.770442301689131000e+03,1.428440850845428031e+04,8.871762878500199179e+00,4.007896201235045197e+00
2.737745635758195476e+03,1.749689563332864054e+04,8.396365678329249960e+00,4.007025788351229245e+00
2.753400823705823314e+03,1.300081756286699056e+04,9.308921619410607917e+00,4.006258780972762779e+00
2.815709859064889315e+03,1.716714345275715095e+04,9.926868114507389151e+00,4.007165460981915395e+00
2.789746652883683510e+03,1.273757126570560831e+04,9.560878879079949044e+00,4.007456120101532626e+00
2.722481514626227636e+03,1.528763760903351431e+04,8.248347089571337776e+00,4.007956426969824015e+00
2.737050669519986059e+03,1.193856154190493908e+04,8.694066532520867696e+00,4.007168310677376333e+00
2.699661542596429172e+03,1.502670949245374868e+04,7.076088043409534123e+00,4.006453874348527400e+00
2.831161613462757941e+03,1.181023709349703859e+04,1.220235351833621174e+01,3.994558764826161568e+00
2.715020243947849849e+03,1.313667062003753745e+04,8.570640504582799579e+00,4.008097683610561290e+00
2.684577528452609386e+03,1.342112379875575061e+04,7.159240708941142728e+00,4.006960691627212690e+00
2.809735057642686115e+03,1.790546748273355479e+04,9.662428088088953260e+00,3.993700603020975848e+00
2.806545929049246297e+03,1.239482032443341814e+04,1.036703540659144807e+01,4.007885829505430486e+00
2.770877962649924939e+03,1.896936542500683572e+04,9.933276241043985877e+00,4.007750994622398366e+00
2.800520334013984666e+03,1.355375604567257687e+04,1.112838936215169028e+01,4.007765408910202609e+00
2.717896779185897230e+03,1.341921432736986390e+04,7.344249999999998835e+00,4.008217901988328613e+00
2.785305127587401785e+03,1.426535811212831686e+04,8.137988050979473087e+00,4.006157061281230725e+00
2.720459485737154409e+03,1.336318557053815493e+04,9.120063740382834183e+00,4.006164686774925876e+00
2.777986746454542299e+03,1.603628388784792514e+04,8.084905801994253238e+00,4.007653766071990198e+00
2.861374116133251846e+03,1.294346040673305288e+04,1.271929583289709242e+01,4.007189953086045975e+00
2.852723061273065468e+03,1.210637296355491890e+04,1.144724283213327709e+01,4.008000208371996997e+00
2.792904342130799705e+03,1.823936391535536313e+04,9.595573226016231416e+00,4.007327309104064206e+00
2.814407940437103662e+03,1.640269097900039924e+04,1.059314781747529643e+01,4.007109710847558404e+00
2.772693877407206401e+03,1.417464674303244647e+04,8.744469923252664145e+00,4.008067605588421678e+00
-9.999000000000000000e+03,-9.999000000000000000e+03,-9.999000000000000000e+03,4.007733300625301531e+00
2.713328416480075703e+03,1.331389768644705873e+04,7.579838765506665688e+00,4.006769208747981814e+00
2.739379651045943319e+03,1.273456658508316104e+04,8.549789876038611069e+00,4.007151131669832722e+00
-9.999000000000000000e+03,-9.999000000000000000e+03,-9.999000000000000000e+03,4.007733300625301531e+00
2.736350663990007888e+03,1.174531194628903359e+04,8.193281892180870329e+00,4.007150433304785153e+00
2.820485842342714477e+03,1.211327409838692620e+04,1.236302270030148343e+01,4.006438238900211779e+00
2.747990097982342377e+03,1.255153901863867213e+04,8.943794662652253535e+00,4.008572580957569187e+00
